,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,301169,零点有数,-0.14,-17.65,6.28,-2.13,-0.93,-731.92,-19.54,,11-02
1,301129,瑞纳智能,0.22,,7.48,2.99,-2.63,1211.36,81.45,,11-01
2,301092,争光股份,0.71,,4.42,17.41,0.42,7079.18,0.2,,11-01
3,301091,深城交,0.58,,,15.66,,6903.19,50.38,,10-31
4,002558,巨人网络,0.46,4.55,,8.66,,87426.6,4.38,,10-30
5,600626,申达股份,0.07,-147.24,,2.88,,7289.7,-161.4,,10-30
6,601086,国芳集团,0.13,62.5,,4.55,,8585.22,55.31,,10-30
7,000429,粤高速A,0.67,294.12,,16.2,,139425.0,303.89,,10-30
8,600647,同达创业,0.06,116.41,,2.54,,770.88,116.48,,10-30
9,600266,城建发展,0.18,-38.12,,1.74,,55209.62,-34.66,,10-30
10,603915,国茂股份,0.74,45.1,,12.82,,34481.59,45.67,,10-30
11,600665,天地源,0.33,116.27,,7.1,,28595.01,116.22,,10-30
12,002607,中公教育,-0.14,-166.67,,-23.26,,-89089.81,-167.45,,10-30
13,000536,华映科技,-0.0,-102.03,,-0.22,,-1183.05,-102.02,,10-30
14,600284,浦东建设,0.34,28.1,,4.98,,32510.58,28.1,,10-30
15,000993,闽东电力,0.28,-2810.68,,6.47,,12787.58,-2798.06,,10-30
16,603939,益丰药房,0.98,-12.42,,10.6,,69595.65,17.86,,10-30
17,601366,利群股份,0.12,100.0,,2.2,,10587.29,101.21,,10-30
18,000573,粤宏远A,0.21,-1773.6,,8.2,,13350.99,-1780.98,,10-30
19,600322,天房发展,-0.12,-537.68,,,,-13356.74,-537.74,,10-30
20,603996,*ST中新,-1.04,-20.06,,,,-31205.76,-20.07,,10-30
21,601555,东吴证券,0.49,19.51,,6.72,,190510.13,27.71,,10-30
22,600739,辽宁成大,1.22,-25.89,,7.54,,187206.94,-25.89,,10-30
23,601611,中国核建,0.36,9.09,,7.76,,104133.53,9.56,,10-30
24,002362,汉王科技,0.16,-49.4,,2.63,,4003.16,-43.0,,10-30
25,601688,华泰证券,1.23,25.51,,8.31,,1104858.6,25.0,,10-30
26,002052,ST同洲,-0.08,-11.19,,-28.35,,-5742.63,-11.19,,10-30
27,600015,华夏银行,0.87,17.57,15.01,5.92,5.82,1619500.0,14.7,,10-30
28,603520,司太立,0.9,7.14,,11.1,,21949.53,10.61,,10-30
29,600793,宜宾纸业,0.14,-123.33,,4.07,,2495.69,-123.33,,10-30
30,601866,中远海发,0.33,167.18,,18.87,,398831.61,138.53,,10-30
31,000688,国城矿业,0.14,78.16,,6.19,,15461.28,78.18,,10-30
32,600811,东方集团,0.07,-44.03,,1.26,,26734.06,-44.06,,10-30
33,600456,宝钛股份,1.01,79.63,,8.4,,47123.33,95.06,,10-30
34,300041,回天新材,0.53,9.32,,10.61,,21771.17,10.72,,10-30
35,600828,茂业商业,0.21,10.9,,5.44,,36132.09,10.89,,10-30
36,601968,宝钢包装,0.2,11.11,,6.51,,20388.2,38.82,,10-30
37,600078,*ST澄星,0.14,1300.0,,,,9290.62,1525.32,,10-30
38,000729,燕京啤酒,0.2,16.96,,4.17,,56336.04,16.98,,10-30
39,605580,恒盛能源,0.58,,,20.26,,8991.87,,,10-30
40,600847,万里股份,-0.03,-409.28,,-0.69,,-478.12,-422.52,,10-30
41,002775,文科园林,0.06,-77.77,,1.32,,3134.76,-77.35,,10-30
42,002459,晶澳科技,0.83,-13.77,,8.62,,131238.63,1.62,,10-30
43,603020,爱普股份,0.5,18.06,,7.06,,16109.21,18.05,,10-30
44,688030,山石网科,-0.12,-55.77,,-1.47,,-2077.9,-55.77,,10-30
45,600882,妙可蓝多,0.32,148.06,,5.54,,14335.4,171.27,,10-30
46,300418,昆仑万维,1.91,-46.8,,21.96,,224559.2,-46.22,,10-30
47,603699,纽威股份,0.38,-28.3,,9.97,,28856.62,-27.99,,10-30
48,600900,长江电力,0.86,-6.53,,10.89,,1956724.06,-3.38,,10-30
49,002492,恒基达鑫,0.25,44.16,,7.26,,10248.26,44.17,,10-30
50,603722,阿科力,0.78,122.86,,11.45,,6861.18,129.23,,10-30
51,600170,上海建工,0.29,26.09,,8.87,,295954.7,31.95,,10-30
52,603767,中马传动,0.16,0.0,,3.4,,5015.54,0.16,,10-30
53,600973,宝胜股份,0.21,38.41,,5.94,,28624.53,37.85,,10-30
54,002862,实丰文化,0.05,-132.31,,1.17,,620.94,-132.01,,10-30
55,600208,新湖中宝,0.24,-23.82,,5.3,,205224.12,-24.94,,10-30
56,000906,浙商中拓,0.88,57.14,,19.09,,61024.79,50.14,,10-30
57,688178,万德斯,0.84,-34.38,,6.18,,7172.73,-32.24,,10-30
58,601018,宁波港,0.22,7.46,,6.34,,342032.2,26.17,,10-30
59,002563,森马服饰,0.35,337.5,,8.06,,94280.57,336.64,,10-30
60,601686,友发集团,0.4,,,9.62,,57591.19,-47.77,,10-30
61,603486,科沃斯,2.38,428.89,,36.24,,133046.41,432.05,,10-30
62,600379,宝光股份,0.1,7.77,,5.69,,3298.43,7.75,,10-30
63,600774,汉商集团,0.26,-182.87,,8.4,,5809.95,-182.88,,10-30
64,600779,水井坊,2.05,99.84,,41.14,,100039.64,99.35,,10-30
65,600019,宝钢股份,0.98,180.0,,11.26,,2159019.54,174.72,,10-30
66,600405,动力源,-0.1,-360.53,,-5.43,,-5488.06,-355.5,,10-30
67,605228,神通科技,0.17,-32.0,,5.02,,6874.75,-18.1,,10-30
68,601877,正泰电器,1.29,-9.15,,8.97,,277856.78,-8.84,,10-30
69,600037,歌华有线,0.06,-46.92,,0.63,,8032.85,-46.92,,10-30
70,603577,汇金通,0.25,-22.47,,5.26,,7222.3,-22.46,,10-30
71,600816,ST安信,-0.33,-52.32,,,,-181890.88,-52.32,,10-30
72,688626,翔宇医疗,0.87,,,8.83,,13143.44,13.33,,10-30
73,600062,华润双鹤,0.85,1.8,,9.26,,88904.19,1.8,,10-30
74,000716,黑芝麻,0.02,-157.58,,0.52,,1428.69,-157.64,,10-30
75,300045,华力创通,0.06,-22.4,,2.03,,3572.92,-22.54,,10-30
76,600833,第一医药,0.16,-37.64,,4.75,,3596.58,-37.64,,10-30
77,601988,中国银行,0.53,15.22,6.32,8.68,1.52,16352300.0,12.22,,10-30
78,002762,金发拉比,0.02,-71.43,,0.67,,660.38,-71.57,,10-30
79,603619,中曼石油,0.1,-114.29,,2.05,,3933.49,-114.11,,10-30
80,600853,龙建股份,0.15,-9.19,,5.74,,14592.18,8.96,,10-30
81,600101,明星电力,0.24,29.81,,4.09,,10242.25,29.82,,10-30
82,000766,通化金马,0.02,-110.19,,0.69,,1578.34,-109.97,,10-30
83,688768,容知日新,0.7,-25.53,,7.46,,3106.0,-19.58,,10-30
84,600118,中国卫星,0.18,-10.0,,3.57,,21389.94,-10.4,,10-30
85,600521,华海药业,0.41,-29.31,,8.78,,58961.85,-29.85,,10-30
86,600886,国投电力,0.48,-36.11,,7.67,,346127.42,-33.58,,10-30
87,603042,华脉科技,0.01,-84.43,,0.13,,103.16,-83.84,,10-30
88,600539,狮头股份,0.05,119.63,,2.53,,1079.9,119.08,,10-30
89,002496,ST辉丰,0.35,250.0,,20.17,,52721.34,255.48,,10-30
90,000023,深天地A,-0.08,175.0,,-2.33,,-1068.62,178.43,,10-30
91,688092,爱科科技,0.8,,,10.28,,4317.86,40.17,,10-30
92,600959,江苏有线,0.05,-19.5,,1.11,,24141.74,-24.13,,10-30
93,000863,三湘印象,0.27,107.69,,6.61,,32195.15,84.35,,10-30
94,603777,来伊份,0.04,-136.36,,0.76,,1278.54,-134.02,,10-30
95,002203,海亮股份,0.48,68.56,,8.95,,92254.8,70.09,,10-30
96,600979,广安爱众,0.15,8.7,,4.46,,18163.78,8.74,,10-30
97,600193,创兴资源,0.05,6.52,,6.91,,2090.7,6.48,,10-30
98,688155,先惠技术,0.92,73.58,,6.21,,6969.99,124.33,,10-30
99,600997,开滦股份,1.01,98.04,,12.69,,160834.61,99.64,,10-30
100,600212,江泉实业,-0.0,-101.99,,-0.06,,-15.18,-101.97,,10-30
101,600612,老凤祥,2.86,21.55,,17.48,,149816.74,21.55,,10-30
102,002236,大华股份,0.81,-16.49,,11.36,,239904.72,-15.08,,10-30
103,000413,东旭光电,-0.26,23.81,,-5.45,,-147111.2,21.13,,10-30
104,601100,恒立液压,1.52,34.51,,23.95,,198578.97,34.9,,10-30
105,002578,闽发铝业,0.05,-10.79,,3.35,,4891.25,-14.93,,10-30
106,000501,鄂武商A,0.71,173.08,,5.38,,54805.23,171.29,,10-30
107,603220,中贝通信,0.3,396.02,,6.1,,10064.56,394.57,,10-30
108,600250,南纺股份,-0.32,-328.57,,-11.42,,-9814.47,-322.24,,10-30
109,600651,飞乐音响,-0.06,-120.72,,-6.35,,-15747.77,-122.91,,10-30
110,603259,药明康德,1.22,18.45,,10.23,,356222.69,50.41,,10-30
111,600271,航天信息,0.29,222.22,,4.15,,52997.62,200.75,,10-30
112,002936,郑州银行,0.44,-13.73,5.39,8.63,-3.44,333181.4,1.19,,10-30
113,600671,ST目药,-0.12,267.46,,-23.18,,-1512.97,267.61,,10-30
114,000540,中天金融,-0.12,-208.62,,-4.88,,-86972.33,-208.67,,10-30
115,603299,苏盐井神,0.3,40.93,,5.55,,22926.77,40.94,,10-30
116,000998,隆平高科,-0.23,-12.19,,-5.52,,-29827.7,-12.2,,10-30
117,600691,阳煤化工,0.18,-162.5,,7.63,,43904.25,-162.49,,10-30
118,688321,微芯生物,-0.06,-163.07,,-1.63,,-2425.49,-163.12,,10-30
119,600308,华泰股份,0.65,53.9,,8.41,,75977.08,53.7,,10-30
120,603517,绝味食品,1.58,85.88,,18.15,,96408.23,85.39,,10-30
121,605189,富春染织,1.51,160.34,,14.79,,16237.21,196.72,,10-30
122,601858,中国科传,0.37,15.63,,6.82,,29548.67,17.58,,10-30
123,600029,南方航空,-0.38,-30.91,,-8.71,,-611900.0,-18.01,,10-30
124,002721,金一文化,-0.33,-38.16,,-13.99,,-31809.85,-28.58,,10-30
125,000685,中山公用,0.8,12.68,,8.15,,117536.79,11.47,,10-30
126,300999,金龙鱼,0.68,-34.62,,4.33,,368109.3,-27.68,,10-30
127,601963,重庆银行,1.2,-4.0,12.06,10.28,,406897.1,4.5,,10-30
128,002755,奥赛康,0.42,-18.67,,12.52,,39201.47,-18.21,,10-30
129,600476,湘邮科技,-0.09,131.58,,-9.35,,-1416.63,131.5,,10-30
130,600844,丹化科技,-0.05,-77.47,,-3.92,,-5101.29,-77.48,,10-30
131,002439,启明星辰,-0.02,-121.33,,-0.25,,-1508.29,-121.9,,10-30
132,601999,出版传媒,0.17,-22.73,,3.83,,9161.7,-22.76,,10-30
133,600094,大名城,0.08,-35.81,,1.59,,20948.71,-35.78,,10-30
134,002131,利欧股份,-0.01,-102.86,,-0.69,,-8857.06,-102.87,,10-30
135,002456,欧菲光,-0.01,-105.32,,-0.51,,-4038.71,-105.47,,10-30
136,688766,普冉股份,7.9,,,34.75,,22273.34,,,10-30
137,688819,天能股份,1.11,,,9.55,,106553.89,-27.28,,10-30
138,600133,东湖高新,0.34,-11.88,,4.7,,26778.1,-11.38,,10-30
139,688068,热景生物,23.74,29575.0,,99.69,,147633.89,28999.01,,10-30
140,600155,华创阳安,0.31,19.23,,3.45,,52588.55,15.36,,10-30
141,603726,朗迪集团,0.67,55.81,,11.88,,12388.84,56.98,,10-30
142,600172,黄河旋风,0.03,-136.38,,1.25,,4049.15,-135.07,,10-30
143,688113,联测科技,0.9,,,10.44,,5084.59,20.8,,10-30
144,002528,英飞拓,-0.2,294.93,,-6.62,,-24283.18,294.79,,10-30
145,603117,万林物流,0.05,-16.67,,1.51,,3468.59,-6.79,,10-30
146,600191,*ST华资,0.02,-71.2,,0.53,,882.63,-71.22,,10-30
147,600593,*ST圣亚,0.02,-104.09,,0.55,,260.88,-104.08,,10-30
148,000156,华数传媒,0.35,5.43,,4.62,,64011.58,36.28,,10-30
149,603158,腾龙股份,0.34,-27.66,,8.59,,10224.45,2.26,,10-30
150,600210,紫江企业,0.28,-2.07,,7.78,,43032.57,-2.27,,10-30
151,000909,数源科技,0.08,27.27,,2.08,,3799.87,85.06,,10-30
152,603829,洛凯股份,0.32,10.34,,6.75,,5058.27,7.44,,10-30
153,688180,君实生物,-0.44,-68.35,,-6.12,,-39212.66,-64.85,,10-30
154,000410,ST沈机,-0.17,-46.88,,-131.71,,-28907.99,-46.29,,10-30
155,600228,返利科技,0.05,-371.5,,8.62,,4246.72,-1211.52,,10-30
156,600629,华建集团,0.42,-12.86,,8.69,,26632.92,4.91,,10-30
157,000488,晨鸣纸业,0.61,227.27,,9.17,,218232.93,102.71,,10-30
158,002916,深南电路,2.09,-9.13,,13.25,,102656.16,-6.51,,10-30
159,603890,春秋电子,0.58,11.54,,11.72,,22998.11,17.21,,10-30
160,600649,城投控股,0.3,150.0,,3.71,,75347.04,158.47,,10-30
161,601138,工业富联,0.55,25.0,,10.12,,1100670.2,25.0,,10-30
162,002592,ST八菱,0.81,-4150.0,,26.68,,21517.62,-4161.53,,10-30
163,603256,宏和科技,0.11,10.0,,6.73,,10078.57,17.49,,10-30
164,000973,佛塑科技,0.11,112.0,,4.22,,10272.54,112.85,,10-30
165,688298,东方生物,32.66,489.53,,93.71,,391926.76,489.85,,10-30
166,600287,江苏舜天,-0.16,-144.71,,-2.81,,-7026.44,-144.22,,10-30
167,600689,上海三毛,0.05,-200.0,,2.13,,918.78,-199.98,,10-30
168,002315,焦点科技,0.63,40.0,,9.08,,19262.71,40.58,,10-30
169,002641,永高股份,0.29,-39.58,,7.57,,36005.42,-33.08,,10-30
170,603998,方盛制药,0.14,0.0,,5.25,,6214.66,2.87,,10-30
171,600345,长江通信,0.39,18.18,,3.76,,7692.57,18.44,,10-30
172,688500,慧辰股份,0.3,-1.33,,1.78,,2201.99,22.79,,10-30
173,000620,新华联,-0.94,161.11,,-31.3,,-178811.04,162.82,,10-30
174,600365,ST通葡,-0.05,2.17,,-4.0,,-1870.9,1.1,,10-30
175,605100,华丰股份,1.07,-47.29,,7.32,,12967.04,-5.32,,10-30
176,002364,中恒电气,0.13,-23.53,,3.38,,7555.58,-21.43,,10-30
177,002054,德美化工,0.35,24.59,,6.94,,16635.42,41.23,,10-30
178,600777,新潮能源,0.07,427.86,,3.96,,50248.58,446.88,,10-30
179,688567,孚能科技,-0.39,21.88,,-4.25,,-42019.53,43.37,,10-30
180,002439,启明星辰,-0.02,-121.33,,-0.25,,-1508.29,-121.9,,10-30
181,601999,出版传媒,0.17,-22.73,,3.83,,9161.7,-22.76,,10-30
182,600094,大名城,0.08,-35.81,,1.59,,20948.71,-35.78,,10-30
183,002131,利欧股份,-0.01,-102.86,,-0.69,,-8857.06,-102.87,,10-30
184,002456,欧菲光,-0.01,-105.32,,-0.51,,-4038.71,-105.47,,10-30
185,000783,长江证券,0.4,14.29,,7.61,,219919.7,13.85,,10-30
186,603669,灵康药业,0.11,-47.62,,5.4,,7888.44,-48.22,,10-30
187,002148,北纬科技,0.09,269.04,,4.3,,4945.37,273.53,,10-30
188,688789,宏华数科,2.66,,,17.41,,16307.08,53.68,,10-30
189,600128,弘业股份,0.08,-37.77,,1.05,,2007.95,-37.8,,10-30
190,002164,宁波东力,-0.27,-112.22,,-26.22,,-14521.73,-110.2,,10-30
191,600896,*ST海医,-0.08,-42.86,,-3.59,,-7911.75,-35.33,,10-30
192,002489,浙江永强,0.16,-27.27,,9.16,,34535.55,-28.61,,10-30
193,000012,南玻A,0.49,104.17,,13.96,,150983.08,107.73,,10-30
194,600149,廊坊发展,-0.03,-425.0,,-5.96,,-975.09,-421.87,,10-30
195,603718,海利生物,0.06,438.4,,3.57,,3655.2,438.39,,10-30
196,600551,时代出版,0.59,76.07,,5.92,,28799.27,76.08,,10-30
197,600929,雪天盐业,0.09,-3.27,,3.0,,8179.1,-2.84,,10-30
198,600167,联美控股,0.32,-36.5,,8.16,,73040.39,-37.02,,10-30
199,603111,康尼机电,0.33,-15.38,,10.5,,32884.76,-15.75,,10-30
200,600186,莲花健康,0.03,-33.51,,4.12,,3670.39,-29.86,,10-30
201,603798,康普顿,0.48,6.67,,9.31,,9541.87,6.67,,10-30
202,002539,云图控股,0.78,110.81,,21.16,,78064.79,110.68,,10-30
203,600203,福日电子,-0.21,63.39,,-4.72,,-9718.24,63.34,,10-30
204,002876,三利谱,1.6,240.43,,14.39,,27794.86,431.61,,10-30
205,688168,安博通,0.65,306.25,,3.19,,3310.67,301.22,,10-30
206,601007,金陵饭店,0.03,-38.0,,0.78,,1200.79,-20.3,,10-30
207,002555,三七互娱,0.8,-25.23,,19.14,,172118.53,-23.85,,10-30
208,600222,太龙药业,0.05,-6.67,,1.76,,2829.91,-4.07,,10-30
209,603860,中公高科,-0.02,0.0,,-0.25,,-164.5,0.85,,10-30
210,600622,光大嘉宝,0.12,-40.0,,2.55,,17278.37,-41.99,,10-30
211,000425,徐工机械,0.58,101.04,,13.45,,460926.32,89.35,,10-30
212,002910,庄园牧场,0.14,366.67,,2.01,,3228.44,418.81,,10-30
213,688229,博睿数据,-1.73,-852.17,,-9.53,,-7670.34,-847.58,,10-30
214,601118,海南橡胶,-0.01,-28.71,,-0.67,,-6379.0,-28.69,,10-30
215,600261,阳光照明,0.24,-22.58,,8.4,,34225.43,-22.8,,10-30
216,002278,神开股份,0.03,-40.0,,1.02,,1125.4,-37.19,,10-30
217,002620,瑞和股份,0.04,-87.5,,0.65,,1630.74,-86.72,,10-30
218,603313,梦百合,-0.45,-144.55,,-5.36,,-18011.03,-152.12,,10-30
219,600300,ST维维,0.11,-45.0,,5.85,,17584.09,-44.41,,10-30
220,002636,金安国纪,0.98,653.85,,22.48,,71543.2,674.31,,10-30
221,600319,*ST亚星,-0.11,83.33,,-161.69,,-3471.74,73.77,,10-30
222,600736,苏州高新,0.26,100.0,,4.26,,30132.79,95.98,,10-30
223,601607,上海医药,1.58,24.41,,9.5,,448423.19,24.49,,10-30
224,002668,ST奥马,0.21,25.88,,10.1,,23199.19,22.67,,10-30
225,603388,元成股份,0.16,-27.27,,4.14,,4574.41,-27.36,,10-30
226,600359,新农开发,0.14,366.67,,10.31,,5211.39,313.26,,10-30
227,605088,冠盛股份,0.62,-12.68,,7.16,,10113.86,15.01,,10-30
228,600754,锦江酒店,0.09,-70.17,,0.64,,9676.91,-67.84,,10-30
229,002358,ST森源,-0.06,-390.45,,-1.69,,-5936.66,-390.35,,10-30
230,002685,华东重机,-0.08,-182.99,,-2.03,,-7671.6,-183.04,,10-30
231,603466,风语筑,0.93,-2.11,,18.37,,39100.86,42.27,,10-30
232,600377,宁沪高速,0.75,99.89,,12.87,,378830.56,99.87,,10-30
233,600771,广誉远,-0.23,-276.92,,-4.7,,-11073.17,-270.77,,10-30
234,300316,晶盛机电,0.86,109.76,,19.37,,111019.65,111.97,,10-30
235,002375,亚厦股份,0.19,0.0,,3.02,,25455.78,3.65,,10-30
236,688559,海目星,0.18,5.88,,2.58,,3628.59,4.62,,10-30
237,601778,晶科科技,0.13,-23.53,,3.1,,35424.96,-11.84,,10-30
238,600010,包钢股份,0.08,2127.03,,6.7,,377787.72,2159.81,,10-30
239,002701,奥瑞金,0.34,64.88,,11.84,,82472.69,70.88,,10-30
240,000889,中嘉博创,-0.05,-254.58,,-1.9,,-4418.93,-254.55,,10-30
241,603808,歌力思,0.72,-30.1,,10.24,,24370.86,-28.65,,10-30
242,002545,东方铁塔,0.28,51.44,,4.44,,35227.45,51.46,,10-30
243,688159,有方科技,-0.11,-76.09,,-1.23,,-1031.22,-75.07,,10-30
244,000333,美的集团,3.41,7.23,,19.51,,2345525.0,6.53,,10-30
245,002887,绿茵生态,0.42,-35.6,,6.06,,13059.45,-35.65,,10-30
246,601021,春秋航空,0.17,-206.25,,1.16,,15895.9,-206.5,,10-30
247,000419,通程控股,0.23,-25.26,,4.1,,12398.07,-25.26,,10-30
248,002905,金逸影视,-0.53,-50.93,,-14.73,,-19970.93,-50.84,,10-30
249,000935,四川双马,0.85,-6.59,,12.24,,64976.91,-6.68,,10-30
250,600638,新黄浦,0.12,-7.0,,1.8,,7778.42,-7.02,,10-30
251,688219,会通股份,0.09,-73.53,,2.52,,4268.7,-69.85,,10-30
252,002598,山东章鼓,0.31,24.44,,10.44,,9769.07,24.43,,10-30
253,000981,*ST银亿,-0.16,-1951.14,,-13.72,,-65600.42,-1955.19,,10-30
254,600293,三峡新材,0.11,-121.57,,8.32,,12558.0,-121.25,,10-30
255,002958,青农商行,0.49,8.89,5.21,9.78,,273250.4,10.48,,10-30
256,603960,克来机电,0.19,-51.28,,5.11,,4954.66,-48.47,,10-30
257,600695,*ST绿庭,0.02,-79.89,,1.94,,1274.6,-80.03,,10-30
258,002631,德尔未来,0.07,40.0,,2.71,,4825.98,42.02,,10-30
259,000564,*ST大集,-0.06,56.13,,-1.36,,-34277.65,55.6,,10-30
260,603326,我乐家居,0.32,-17.82,,8.91,,10189.31,-16.55,,10-30
261,002321,*ST华英,-0.42,-51.82,,-15.59,,-22577.42,-51.83,,10-30
262,600331,宏达股份,0.14,-197.24,,149.84,,29344.8,-197.27,,10-30
263,600731,湖南海利,0.44,-23.52,,12.95,,20337.09,-0.57,,10-30
264,002663,普邦股份,-0.05,650.0,,-2.12,,-8081.56,685.77,,10-30
265,000608,阳光股份,0.02,-118.18,,0.42,,1329.56,-116.55,,10-30
266,603380,易德龙,1.06,43.24,,16.53,,16997.96,43.19,,10-30
267,600353,旭光电子,0.09,-21.82,,4.05,,4677.84,-22.76,,10-30
268,600748,上实发展,0.21,-4.55,,3.37,,40781.21,-8.75,,10-30
269,002679,福建金森,-0.14,-800.0,,-4.36,,-3211.92,-868.23,,10-30
270,002044,美年健康,-0.06,-53.85,,-3.07,,-24088.0,-53.42,,10-30
271,600004,白云机场,-0.21,50.0,,-2.64,,-49014.54,63.72,,10-30
272,603507,振江股份,1.04,120.34,,8.72,,13079.41,120.66,,10-30
273,600783,鲁信创投,0.28,-54.1,,5.44,,20662.4,-54.53,,10-30
274,688578,艾力斯,0.3,-152.63,,4.65,,13490.76,-165.86,,10-30
275,601825,沪农商行,0.87,,10.7,9.32,,766768.3,26.68,10派2.6,10-30
276,002715,登云股份,0.01,-66.88,,0.29,,146.57,-66.83,,10-30
277,000679,大连友谊,-0.11,-236.25,,-6.33,,-3899.89,-239.93,,10-30
278,605266,健之佳,2.85,-33.72,,11.11,,19629.67,14.73,,10-30
279,601939,建设银行,0.93,13.41,,9.86,,23215300.0,12.79,,10-30
280,600067,冠城大通,0.01,-96.43,,0.25,,1966.8,-94.91,,10-30
281,600088,中视传媒,-0.03,-83.33,,-1.25,,-1360.98,-83.22,,10-30
282,603630,拉芳家化,0.27,-25.0,,3.36,,6229.18,-24.18,,10-30
283,600489,中金黄金,0.29,26.09,,5.74,,138685.96,33.74,,10-30
284,688021,奥福环保,0.79,-3.66,,6.65,,6073.02,-4.19,,10-30
285,600122,ST宏图,-0.24,-33.3,,-105.53,,-28125.04,-33.29,,10-30
286,002819,东方中科,0.3,29.12,,7.43,,4792.96,31.58,,10-30
287,603711,香飘飘,0.09,-10.0,,1.39,,3939.55,-11.45,,10-30
288,600546,山煤国际,0.88,166.67,,17.61,,175445.02,171.94,,10-30
289,002175,*ST东网,-0.16,-82.16,,,,-11969.7,-82.16,,10-30
290,600917,重庆燃气,0.2,6.38,,6.94,,31459.78,7.58,,10-30
291,002500,山西证券,0.17,-28.16,,3.62,,61649.12,-13.97,,10-30
292,603737,三棵树,0.17,-88.51,,2.59,,6401.71,-80.3,,10-30
293,600565,迪马股份,0.08,-42.86,,1.8,,19356.04,-41.02,,10-30
294,688097,博众精工,0.14,,,2.75,,5424.49,-31.94,,10-30
295,002517,恺英网络,0.24,200.0,,16.31,,50152.56,204.74,,10-30
296,600180,瑞茂通,0.55,267.43,,8.72,,55348.41,265.73,,10-30
297,000876,新希望,-1.48,-221.31,,-18.14,,-640118.81,-225.89,,10-30
298,603787,新日股份,0.16,-73.77,,3.18,,3310.13,-73.41,,10-30
299,600582,天地科技,0.28,32.54,,6.18,,114453.08,32.34,,10-30
300,603990,麦迪科技,0.09,800.0,,1.27,,1423.67,705.4,,10-30
301,002650,加加食品,0.0,-98.35,,0.07,,185.72,-98.67,,10-30
302,000592,平潭发展,0.03,74.53,,1.8,,5427.69,75.0,,10-30
303,603357,设计总院,0.69,9.52,,11.6,,31354.83,8.74,,10-30
304,600734,*ST实达,-0.38,-34.34,,,,-23609.25,-34.34,,10-30
305,002340,格林美,0.15,114.29,,5.25,,71646.33,120.08,,10-30
306,688418,震有科技,-0.36,-486.94,,-5.73,,-6996.13,-580.69,,10-30
307,601601,中国太保,2.36,11.32,,10.4,,2268600.0,15.46,,10-30
308,000611,*ST天首,-0.1,14.11,,-8.56,,-3222.41,14.07,,10-30
309,600356,恒丰纸业,0.36,2.86,,4.7,,10687.19,2.59,,10-30
310,003012,东鹏控股,0.33,-35.29,,5.05,,39072.11,-25.23,,10-30
311,600751,海航科技,0.01,-96.14,,0.46,,1757.0,-96.17,,10-30
312,002047,宝鹰股份,0.0,-96.18,,0.13,,563.56,-96.18,,10-30
313,605133,嵘泰股份,0.55,-31.25,,5.67,,8268.71,-14.29,,10-30
314,600769,祥龙电业,0.02,38.18,,9.01,,569.68,43.44,,10-30
315,688557,兰剑智能,0.08,-93.85,,0.7,,605.08,-91.47,,10-30
316,601766,中国中车,0.23,-4.17,,4.47,,646059.5,-4.9,,10-30
317,600008,首创环保,0.26,59.64,,7.21,,191400.4,106.2,,10-30
318,605186,健麾信息,0.57,-1.72,,9.29,,7781.17,31.79,,10-30
319,002389,航天彩虹,0.09,0.0,,1.29,,8559.33,-4.51,,10-30
320,002718,友邦吊顶,0.25,-45.65,,2.42,,3240.65,-46.66,,10-30
321,603556,海兴电力,0.36,-54.43,,3.29,,17765.06,-54.42,,10-30
322,600418,江淮汽车,0.1,400.0,,1.48,,19482.22,359.98,,10-30
323,002081,金螳螂,0.53,-16.83,,8.14,,140741.03,-17.87,,10-30
324,600811,东方集团,0.07,-44.03,,1.26,,26734.06,-44.06,,10-30
325,600456,宝钛股份,1.01,79.63,,8.4,,47123.33,95.06,,10-30
326,300041,回天新材,0.53,9.32,,10.61,,21771.17,10.72,,10-30
327,600828,茂业商业,0.21,10.9,,5.44,,36132.09,10.89,,10-30
328,601968,宝钢包装,0.2,11.11,,6.51,,20388.2,38.82,,10-30
329,600078,*ST澄星,0.14,1300.0,,,,9290.62,1525.32,,10-30
330,000729,燕京啤酒,0.2,16.96,,4.17,,56336.04,16.98,,10-30
331,605580,恒盛能源,0.58,,,20.26,,8991.87,,,10-30
332,600847,万里股份,-0.03,-409.28,,-0.69,,-478.12,-422.52,,10-30
333,002775,文科园林,0.06,-77.77,,1.32,,3134.76,-77.35,,10-30
334,002459,晶澳科技,0.83,-13.77,,8.62,,131238.63,1.62,,10-30
335,603020,爱普股份,0.5,18.06,,7.06,,16109.21,18.05,,10-30
336,688030,山石网科,-0.12,-55.77,,-1.47,,-2077.9,-55.77,,10-30
337,600882,妙可蓝多,0.32,148.06,,5.54,,14335.4,171.27,,10-30
338,300418,昆仑万维,1.91,-46.8,,21.96,,224559.2,-46.22,,10-30
339,603699,纽威股份,0.38,-28.3,,9.97,,28856.62,-27.99,,10-30
340,600900,长江电力,0.86,-6.53,,10.89,,1956724.06,-3.38,,10-30
341,002492,恒基达鑫,0.25,44.16,,7.26,,10248.26,44.17,,10-30
342,603722,阿科力,0.78,122.86,,11.45,,6861.18,129.23,,10-30
343,600170,上海建工,0.29,26.09,,8.87,,295954.7,31.95,,10-30
344,603767,中马传动,0.16,0.0,,3.4,,5015.54,0.16,,10-30
