,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
2049,300333,兆日科技,-0.05,-1081.82,,-2.28,,-1815.0,-1085.87,,10-28
2050,688589,力合微,0.17,54.55,,2.41,,1735.17,99.61,,10-28
2051,600421,华嵘控股,-0.03,188.89,,-15.27,,-512.66,186.06,,10-28
2052,002408,齐翔腾达,0.81,84.09,,20.41,,216279.45,174.84,,10-28
2053,300039,上海凯宝,0.11,9.2,,4.39,,11549.87,9.23,,10-28
2054,300693,盛弘股份,0.39,-23.82,,10.07,,7903.4,14.27,,10-28
2055,002756,永兴材料,1.38,94.37,,12.47,,55035.43,116.61,,10-28
2056,603612,索通发展,1.08,217.65,,12.21,,47370.39,305.13,,10-28
2057,300384,三联虹普,0.46,6.35,,7.1,,14654.17,5.87,,10-28
2058,002440,闰土股份,0.59,22.92,,7.29,,66870.13,20.1,,10-28
2059,688683,莱尔科技,0.4,,,7.79,,5346.33,8.74,,10-28
2060,002773,康弘药业,0.71,7.58,,10.81,,65314.19,12.8,,10-28
2061,301051,信濠光电,2.37,,,13.95,,14761.6,-4.49,,10-28
2062,600863,内蒙华电,0.02,-87.5,,0.85,,20483.22,-79.34,,10-28
2063,301069,凯盛新材,0.39,,,16.31,,14166.74,0.57,,10-28
2064,688028,沃尔德,0.62,19.23,,5.77,,4961.18,20.05,,10-28
2065,688793,倍轻松,1.33,,,19.0,,6597.89,,,10-28
2066,603697,有友食品,0.59,-1.67,,9.98,,18171.6,-1.21,,10-28
2067,600933,爱柯迪,0.32,6.67,,6.33,,27888.29,10.22,,10-28
2068,603089,正裕工业,0.27,57.35,,5.74,,5951.95,63.97,,10-28
2069,000856,冀东装备,0.1,501.8,,5.51,,2282.37,500.51,,10-28
2070,300470,中密控股,1.05,31.63,,10.51,,21330.47,38.99,,10-28
2071,600594,益佰制药,0.38,55.6,,8.54,,29712.17,55.53,,10-28
2072,600211,西藏药业,1.69,12.67,,15.43,,41848.45,28.98,,10-28
2073,300820,英杰电气,1.28,72.97,,10.81,,12135.9,80.48,,10-28
2074,002882,金龙羽,0.4,20.3,,8.7,,17191.25,20.29,,10-28
2075,000910,大亚圣象,0.88,12.82,,8.26,,47938.33,12.07,,10-28
2076,603833,欧派家居,3.48,40.32,,16.28,,211345.53,45.73,,10-28
2077,300176,派生科技,-0.04,-496.67,,-1.49,,-1381.57,-497.62,,10-28
2078,688181,八亿时空,1.75,26.81,,9.65,,16878.73,26.94,,10-28
2079,300502,新易盛,0.92,-11.56,,12.77,,46486.75,35.99,,10-28
2080,603869,新智认知,0.12,-137.5,,1.46,,5869.61,-136.62,,10-28
2081,300853,申昊科技,0.24,-81.68,,2.99,,3462.32,-59.83,,10-28
2082,603893,瑞芯微,0.99,110.64,,16.72,,40769.98,116.16,,10-28
2083,601139,深圳燃气,0.42,10.53,,9.9,,120386.99,10.25,,10-28
2084,688299,长阳科技,0.52,8.33,,7.99,,14608.84,8.08,,10-28
2085,300886,华业香料,0.25,-70.46,,3.65,,1896.63,-48.78,,10-28
2086,002300,太阳电缆,0.17,-23.22,,6.6,,10923.61,-23.19,,10-28
2087,600307,酒钢宏兴,0.4,592.66,,18.27,,248174.42,592.65,,10-28
2088,000582,北部湾港,0.46,-10.55,,7.06,,74873.57,-10.52,,10-28
2089,002006,精功科技,0.18,400.0,,8.51,,8375.1,400.25,,10-28
2090,603999,读者传媒,0.11,11.0,,3.6,,6397.29,12.17,,10-28
2091,002332,仙琚制药,0.46,19.03,,10.04,,45922.79,28.11,,10-28
2092,600346,恒力石化,1.81,28.37,,24.98,,1271196.16,28.46,,10-28
2093,300938,信测标准,0.95,,,6.6,,6043.8,33.5,,10-28
2094,003004,声迅股份,0.23,-34.34,,2.68,,1880.48,-12.57,,10-28
2095,605056,咸亨国际,0.31,-11.43,,10.49,,11496.26,-9.38,,10-28
2096,688501,青达环保,0.16,433.33,,2.17,,1196.57,432.55,,10-28
2097,000622,恒立实业,-0.02,-243.33,,-3.63,,-733.25,-243.78,,10-28
2098,000650,仁和药业,0.37,25.35,,9.97,,52471.74,41.74,,10-28
2099,603499,翔港科技,-0.04,-211.75,,-1.37,,-820.95,-213.76,,10-28
2100,002534,杭锅股份,0.48,-15.79,,10.5,,35733.72,-14.87,,10-28
2101,000088,盐田港,0.15,-3.66,,3.93,,34334.03,9.62,,10-28
2102,000897,津滨发展,0.32,180.37,,30.41,,51050.59,180.38,,10-28
2103,300165,天瑞仪器,0.01,-83.16,,0.24,,413.22,-81.84,,10-28
2104,300491,通合科技,0.04,0.0,,0.82,,572.19,-18.2,,10-28
2105,603167,渤海轮渡,0.32,88.24,,4.3,,14816.05,81.14,,10-28
2106,603848,好太太,0.54,42.11,,12.35,,21841.19,44.17,,10-28
2107,600617,国新能源,-0.07,-86.99,,-2.46,,-9264.99,-84.13,,10-28
2108,603879,永悦科技,0.02,-320.0,,1.51,,797.3,-718.01,,10-28
2109,300858,科拓生物,0.57,-47.71,,8.93,,8483.09,16.95,,10-28
2110,300214,日科化学,0.3,-27.95,,6.16,,13337.82,-26.22,,10-28
2111,603268,松发股份,-0.18,-400.0,,-3.35,,-2209.35,-410.23,,10-28
2112,603927,中科软,0.48,-0.88,,11.79,,28474.64,38.68,,10-28
2113,600676,交运股份,0.01,-106.25,,0.21,,1177.73,-107.32,,10-28
2114,300573,兴齐眼药,1.9,192.31,,20.91,,15607.46,190.45,,10-28
2115,603353,和顺石油,0.48,-51.52,,5.02,,8293.42,-31.53,,10-28
2116,300926,博俊科技,0.42,,,6.37,,5998.11,25.54,,10-28
2117,002992,宝明科技,-0.83,-323.6,,-10.54,,-14971.02,-390.67,,10-28
2118,300279,和晶科技,0.06,37.82,,2.85,,2607.46,37.7,,10-28
2119,601598,中国外运,0.42,47.97,,9.55,,307925.24,47.94,,10-28
2120,300961,深水海纳,0.31,,,5.46,,5101.19,-6.64,,10-28
2121,300311,任子行,-0.11,55.3,,-8.79,,-7606.5,55.28,,10-28
2122,300983,尤安设计,2.8,,,9.64,,19895.44,16.59,,10-28
2123,300332,天壕环境,0.06,50.63,,1.48,,5114.83,45.75,,10-28
2124,300660,江苏雷利,0.86,-0.12,,8.22,,22199.53,0.22,,10-28
2125,600420,国药现代,0.61,0.1,,7.52,,63145.18,0.1,,10-28
2126,300348,长亮科技,0.03,-70.26,,1.37,,1886.89,-69.64,,10-28
2127,600055,万东医疗,0.22,-18.61,,5.17,,12031.2,-18.73,,10-28
2128,002737,葵花药业,0.69,26.86,,12.1,,40069.89,26.49,,10-28
2129,603589,口子窖,1.92,33.33,,15.35,,115022.67,33.2,,10-28
2130,002423,中粮资本,0.44,8.02,,5.76,,100837.04,8.04,,10-28
2131,603611,诺力股份,0.88,12.82,,12.2,,23597.88,19.0,,10-28
2132,300054,鼎龙股份,0.16,-36.0,,4.25,,15059.63,-37.27,,10-28
2133,300709,精研科技,0.91,21.33,,7.08,,12598.58,44.94,,10-28
2134,000755,山西路桥,0.25,-234.87,,9.94,,33710.94,-481.36,,10-28
2135,300071,*ST嘉信,-0.12,-18.2,,,,-8235.47,-16.57,,10-28
2136,688009,中国通号,0.22,-8.33,,5.57,,240921.59,-9.16,,10-28
2137,603017,中衡设计,0.35,-35.14,,4.89,,9632.07,-35.18,,10-28
2138,600513,联环药业,0.3,7.14,,7.83,,8596.3,8.17,,10-28
2139,300087,荃银高科,-0.0,-123.0,,-0.14,,-95.92,-118.73,,10-28
2140,600879,航天电子,0.16,25.4,,3.33,,42981.91,25.32,,10-28
2141,002472,双环传动,0.32,1500.0,,5.69,,22654.23,1439.0,,10-28
2142,603696,安记食品,0.15,-11.76,,6.48,,3588.43,-8.67,,10-28
2143,603060,国检集团,0.15,-43.61,,6.48,,9103.61,-21.05,,10-28
2144,000823,超声电子,0.55,40.44,,7.38,,29537.41,40.44,,10-28
2145,002505,鹏都农牧,0.01,85.71,,1.41,,8269.02,84.32,,10-28
2146,000034,神州数码,0.07,-88.29,,0.87,,4574.29,-88.38,,10-28
2147,603088,宁波精达,0.2,5.26,,11.27,,6130.01,44.01,,10-28
2148,002841,视源股份,1.87,-13.65,,16.04,,122180.24,-13.0,,10-28
2149,603758,秦安股份,0.21,-68.66,,3.42,,9057.54,-69.17,,10-28
2150,688103,国力股份,0.69,-55.77,,7.94,,5088.16,-57.35,,10-28
2151,002859,洁美科技,0.81,55.77,,16.43,,32975.15,55.87,,10-28
2152,300480,光力科技,0.32,90.56,,9.98,,8001.33,90.54,,10-28
2153,300496,中科创达,1.06,47.86,,9.95,,45037.59,54.24,,10-28
2154,688198,佰仁医疗,0.42,-28.81,,4.56,,4042.68,-28.46,,10-28
2155,601068,中铝国际,-0.01,-88.89,,-0.38,,428.42,-102.39,,10-28
2156,300512,中亚股份,0.47,184.23,,8.46,,12671.54,186.85,,10-28
2157,600239,*ST云城,0.09,-113.64,,119.34,,13861.75,-113.35,,10-28
2158,000949,新乡化纤,0.97,4708.91,,26.69,,128935.36,4980.62,,10-28
2159,603885,吉祥航空,-0.03,-87.5,,-0.49,,-4981.11,-89.62,,10-28
2160,300711,广哈通信,-0.01,-17.44,,-0.25,,-147.89,-17.15,,10-28
2161,000757,浩物股份,0.12,500.0,,4.44,,7730.79,470.95,,10-28
2162,300073,当升科技,1.6,164.68,,17.57,,72747.37,174.94,,10-28
2163,300401,花园生物,0.51,10.87,,9.14,,27630.76,22.07,,10-28
2164,688733,壹石通,0.46,206.67,,11.03,,6488.51,224.74,,10-28
2165,603019,中科曙光,0.32,28.0,,3.96,,46719.41,44.22,,10-28
2166,002791,坚朗五金,2.19,40.38,,16.11,,70483.0,40.47,,10-28
2167,300089,ST文化,-0.16,-13.63,,-118.75,,-7555.01,-13.68,,10-28
2168,688029,南微医学,1.86,19.48,,9.17,,24852.86,19.24,,10-28
2169,002474,榕基软件,0.05,14.25,,1.85,,2941.19,14.26,,10-28
2170,603037,凯众股份,0.62,31.91,,7.43,,6463.06,30.61,,10-28
2171,300107,建新股份,0.02,-85.2,,0.57,,830.55,-85.23,,10-28
2172,000016,深康佳A,-0.05,-120.54,,-1.51,,-12637.83,-120.54,,10-28
2173,603066,音飞储存,0.28,9.85,,7.88,,8485.49,9.86,,10-28
2174,688117,圣诺生物,0.62,,,7.34,,4303.39,3.31,,10-28
2175,000068,华控赛格,-0.04,-42.04,,-13.14,,-4471.55,-42.04,,10-28
2176,300805,电声股份,0.02,-91.3,,0.4,,671.37,-93.1,,10-28
2177,002866,传艺科技,0.45,-2.17,,7.05,,12926.73,9.87,,10-28
2178,603809,豪能股份,0.58,-12.41,,9.65,,17551.07,26.88,,10-28
2179,600595,*ST中孚,0.26,-300.0,,26.73,,50451.79,-305.55,,10-28
2180,300161,华中数控,-0.16,-176.19,,-2.17,,-2940.13,-181.41,,10-28
2181,603160,汇顶科技,1.36,-44.26,,7.51,,61544.02,-44.06,,10-28
2182,688183,生益电子,0.23,,,5.35,,18255.11,-53.54,,10-28
2183,600230,沧州大化,0.46,-212.11,,5.3,,19459.08,-213.94,,10-28
2184,002252,上海莱士,0.21,19.65,,5.43,,139617.45,27.44,,10-28
2185,688215,瑞晟智能,0.21,-66.13,,1.91,,824.65,-57.48,,10-28
2186,300536,农尚环境,0.01,1.22,,0.4,,242.72,0.34,,10-28
2187,300227,光韵达,0.18,-1.23,,6.28,,8822.02,9.54,,10-28
2188,300553,集智股份,0.45,164.71,,6.19,,2179.85,158.27,,10-28
2189,002953,日丰股份,0.5,6.38,,11.1,,12090.76,49.02,,10-28
2190,603955,大千生态,0.31,-45.88,,2.66,,4183.01,-40.36,,10-28
2191,000559,万向钱潮,0.16,45.79,,6.0,,51450.84,73.99,,10-28
2192,603321,梅轮电梯,0.11,-15.38,,3.06,,3415.1,-11.34,,10-28
2193,300259,新天科技,0.26,18.18,,11.5,,30218.37,18.49,,10-28
2194,002317,众生药业,0.39,2.63,,8.45,,31376.25,4.07,,10-28
2195,300275,梅安森,0.11,-7.08,,2.86,,1900.81,1.42,,10-28
2196,002333,罗普斯金,0.03,-190.39,,0.92,,1571.88,-211.46,,10-28
2197,688390,固德威,2.44,-18.12,,14.16,,21512.67,9.33,,10-28
2198,000603,盛达资源,0.35,35.77,,10.21,,23932.07,35.74,,10-28
2199,003005,竞业达,0.97,-25.15,,7.23,,10300.05,-25.26,,10-28
2200,605058,澳弘电子,0.83,5.06,,8.72,,11834.43,39.08,,10-28
2201,300291,华录百纳,0.06,50.0,,1.63,,5940.43,69.26,,10-28
2202,003022,联泓新科,0.62,29.17,,14.18,,82205.26,94.4,,10-28
2203,002040,南京港,0.24,22.72,,4.15,,11763.17,22.67,,10-28
2204,601699,潞安环能,1.95,333.33,,19.47,,582557.03,328.03,,10-28
2205,300634,彩讯股份,0.25,13.64,,6.02,,10419.37,19.72,,10-28
2206,003040,楚天龙,0.06,-57.14,,2.19,,2731.05,-48.41,,10-28
2207,300012,华测检测,0.33,38.43,,13.78,,55360.06,39.02,,10-28
2208,300339,润和软件,0.15,-11.76,,3.86,,11349.66,-14.14,,10-28
2209,002398,垒知集团,0.33,-19.51,,7.02,,23230.14,-18.0,,10-28
2210,688599,天合光能,0.56,24.44,,7.38,,115638.51,39.05,,10-28
2211,605305,中际联合,1.85,5.71,,11.79,,18041.61,25.08,,10-28
2212,002414,高德红外,0.4,-20.4,,14.85,,91932.85,15.49,,10-28
2213,601921,浙版传媒,0.34,20.28,,7.44,,69348.79,23.46,,10-28
2214,002745,木林森,0.63,18.87,,7.29,,93662.43,35.91,,10-28
2215,603601,再升科技,0.26,-41.91,,9.11,,18715.61,-41.07,,10-28
2216,600461,洪城环境,0.68,23.64,,11.44,,63762.04,22.4,,10-28
2217,605388,均瑶健康,0.33,-38.89,,7.42,,14401.35,-27.04,,10-28
2218,300374,中铁装配,-1.03,-705.88,,-18.05,,-25406.22,-725.95,,10-28
2219,600483,福能股份,0.58,16.0,,6.43,,104194.91,28.41,,10-28
2220,300985,致远新能,0.26,,,3.48,,3138.57,-82.52,,10-28
2221,600792,云煤能源,0.13,1200.0,,3.61,,12549.42,926.19,,10-28
2222,688590,新致软件,0.26,,,4.45,,4733.8,39.93,,10-28
2223,300023,*ST宝德,0.15,-8823.53,,0.54,,4688.16,-8945.91,,10-28
2224,300350,华鹏飞,0.17,1600.0,,13.18,,8533.15,1927.26,,10-28
2225,605305,中际联合,1.85,5.71,,11.79,,18041.61,25.08,,10-28
2226,002414,高德红外,0.4,-20.4,,14.85,,91932.85,15.49,,10-28
2227,601921,浙版传媒,0.34,20.28,,7.44,,69348.79,23.46,,10-28
2228,002745,木林森,0.63,18.87,,7.29,,93662.43,35.91,,10-28
2229,603601,再升科技,0.26,-41.91,,9.11,,18715.61,-41.07,,10-28
2230,600461,洪城环境,0.68,23.64,,11.44,,63762.04,22.4,,10-28
2231,605388,均瑶健康,0.33,-38.89,,7.42,,14401.35,-27.04,,10-28
2232,300374,中铁装配,-1.03,-705.88,,-18.05,,-25406.22,-725.95,,10-28
2233,600483,福能股份,0.58,16.0,,6.43,,104194.91,28.41,,10-28
2234,605599,菜百股份,0.38,0.0,,11.38,,26596.21,1.14,,10-28
2235,688696,极米科技,6.36,,,14.21,,30024.17,74.99,,10-28
2236,000792,盐湖股份,0.68,32.69,,61.19,,371532.96,75.41,,10-28
2237,301076,新瀚新材,0.85,,,12.12,,5053.01,-12.06,,10-28
2238,300095,华伍股份,0.47,26.63,,11.95,,17378.08,26.62,,10-28
2239,300422,博世科,0.28,-42.86,,4.37,,11202.11,-38.04,,10-28
2240,002480,新筑股份,-0.19,114.24,,-5.65,,-14931.56,126.15,,10-28
2241,002815,崇达技术,0.52,22.99,,10.56,,45797.64,22.07,,10-28
2242,000812,陕西金叶,0.02,22.58,,0.72,,1171.5,23.23,,10-28
2243,600906,财达证券,0.18,38.46,,5.4,,54594.36,52.07,,10-28
2244,600157,永泰能源,0.03,101.25,,1.71,,71597.68,261.01,,10-28
2245,300770,新媒股份,2.37,20.3,,19.48,,54470.42,19.68,,10-28
2246,603728,鸣志电器,0.49,43.48,,8.98,,20360.61,43.51,,10-28
2247,300455,康拓红外,0.04,-33.33,,1.83,,2845.18,-33.26,,10-28
2248,688117,圣诺生物,0.62,,,7.34,,4303.39,3.31,,10-28
2249,000068,华控赛格,-0.04,-42.04,,-13.14,,-4471.55,-42.04,,10-28
2250,300805,电声股份,0.02,-91.3,,0.4,,671.37,-93.1,,10-28
2251,002866,传艺科技,0.45,-2.17,,7.05,,12926.73,9.87,,10-28
2252,603809,豪能股份,0.58,-12.41,,9.65,,17551.07,26.88,,10-28
2253,600595,*ST中孚,0.26,-300.0,,26.73,,50451.79,-305.55,,10-28
2254,300161,华中数控,-0.16,-176.19,,-2.17,,-2940.13,-181.41,,10-28
2255,603160,汇顶科技,1.36,-44.26,,7.51,,61544.02,-44.06,,10-28
2256,688183,生益电子,0.23,,,5.35,,18255.11,-53.54,,10-28
2257,600230,沧州大化,0.46,-212.11,,5.3,,19459.08,-213.94,,10-28
2258,002252,上海莱士,0.21,19.65,,5.43,,139617.45,27.44,,10-28
2259,688215,瑞晟智能,0.21,-66.13,,1.91,,824.65,-57.48,,10-28
2260,300536,农尚环境,0.01,1.22,,0.4,,242.72,0.34,,10-28
2261,300227,光韵达,0.18,-1.23,,6.28,,8822.02,9.54,,10-28
2262,300553,集智股份,0.45,164.71,,6.19,,2179.85,158.27,,10-28
2263,002953,日丰股份,0.5,6.38,,11.1,,12090.76,49.02,,10-28
2264,603955,大千生态,0.31,-45.88,,2.66,,4183.01,-40.36,,10-28
2265,000559,万向钱潮,0.16,45.79,,6.0,,51450.84,73.99,,10-28
2266,603321,梅轮电梯,0.11,-15.38,,3.06,,3415.1,-11.34,,10-28
2267,300259,新天科技,0.26,18.18,,11.5,,30218.37,18.49,,10-28
2268,002317,众生药业,0.39,2.63,,8.45,,31376.25,4.07,,10-28
2269,300275,梅安森,0.11,-7.08,,2.86,,1900.81,1.42,,10-28
2270,002333,罗普斯金,0.03,-190.39,,0.92,,1571.88,-211.46,,10-28
2271,688390,固德威,2.44,-18.12,,14.16,,21512.67,9.33,,10-28
2272,000603,盛达资源,0.35,35.77,,10.21,,23932.07,35.74,,10-28
2273,003005,竞业达,0.97,-25.15,,7.23,,10300.05,-25.26,,10-28
2274,605058,澳弘电子,0.83,5.06,,8.72,,11834.43,39.08,,10-28
2275,300291,华录百纳,0.06,50.0,,1.63,,5940.43,69.26,,10-28
2276,003022,联泓新科,0.62,29.17,,14.18,,82205.26,94.4,,10-28
2277,002040,南京港,0.24,22.72,,4.15,,11763.17,22.67,,10-28
2278,601699,潞安环能,1.95,333.33,,19.47,,582557.03,328.03,,10-28
2279,300634,彩讯股份,0.25,13.64,,6.02,,10419.37,19.72,,10-28
2280,300336,新文化,-0.21,-4.2,,-67.78,,-16730.45,-4.18,,10-28
2281,002725,跃岭股份,0.0,-90.0,,0.1,,101.43,-89.55,,10-28
2282,603567,珍宝岛,0.29,0.67,,4.32,,24241.96,0.66,,10-28
2283,688621,阳光诺和,1.42,67.06,,21.98,,8513.22,67.01,,10-28
2284,000712,锦龙股份,0.04,-83.48,,,,3405.43,-83.13,,10-28
2285,002103,广博股份,0.04,218.52,,2.87,,2296.47,217.6,,10-28
2286,688663,新风光,0.56,,,9.91,,7799.2,12.65,,10-28
2287,600848,上海临港,0.54,-6.9,,9.06,,134970.63,10.98,,10-28
2288,300387,富邦股份,0.14,-46.15,,3.3,,4116.7,-45.53,,10-28
2289,688002,睿创微纳,0.95,-8.84,,13.49,,42368.23,-8.84,,10-28
2290,603009,北特科技,0.14,393.79,,3.42,,5139.0,392.91,,10-28
2291,603027,千禾味业,0.17,-51.25,,6.79,,13190.48,-41.09,,10-28
2292,300737,科顺股份,0.59,-38.54,,14.43,,67332.88,17.19,,10-28
2293,603685,晨丰科技,0.53,76.67,,8.0,,8874.08,75.05,,10-28
2294,688050,爱博医疗,1.33,64.2,,8.9,,14031.26,104.36,,10-28
2295,600888,新疆众和,0.5,108.68,,10.91,,59043.76,145.52,,10-28
2296,600909,华安证券,0.24,-14.29,,5.99,,96793.07,-3.4,,10-28
2297,300772,运达股份,0.86,280.15,,13.26,,25721.96,287.76,,10-28
2298,688095,福昕软件,0.84,-67.32,,1.33,,4027.82,-56.5,,10-28
2299,600961,株冶集团,0.18,-14.29,,,,14786.19,-11.46,,10-28
2300,000869,张裕A,0.66,11.86,,4.33,,45156.43,11.84,,10-28
2301,603779,威龙股份,0.01,-102.04,,0.26,,299.23,-101.82,,10-28
2302,688121,卓然股份,0.84,-30.0,,17.11,,12709.66,-30.16,,10-28
2303,002532,天山铝业,0.69,102.94,,15.69,,323222.16,163.58,10派2,10-28
2304,000070,特发信息,-0.03,44.33,,-0.77,,-2307.43,45.37,,10-28
2305,300489,中飞股份,0.09,32.4,,3.19,,1223.21,32.33,,10-28
2306,603839,安正时尚,0.3,-11.76,,4.33,,11896.1,-10.39,,10-28
2307,002238,天威视讯,0.11,-28.35,,4.12,,9187.09,-28.39,,10-28
2308,002564,天沃科技,-0.14,-80.0,,-4.86,,-11880.09,-80.5,,10-28
2309,300840,酷特智能,0.17,-23.83,,4.31,,4167.09,-5.44,,10-28
2310,300196,长海股份,1.03,114.58,,13.36,,42085.3,114.5,,10-28
2311,688268,华特气体,0.86,38.71,,7.87,,10302.33,39.09,,10-28
2312,001201,东瑞股份,1.5,-63.33,,18.24,,23637.52,-56.5,,10-28
2313,603958,哈森股份,-0.06,-60.51,,-1.39,,-1339.37,-60.64,,10-28
2314,688328,深科达,0.51,,,5.68,,3766.98,42.51,,10-28
2315,001219,青岛食品,0.82,-9.89,,11.37,,5437.06,-10.32,,10-28
2316,603348,文灿股份,0.27,-18.91,,2.64,,6882.6,-7.17,,10-28
2317,002990,盛视科技,0.64,-54.93,,8.34,,16178.85,5.13,,10-28
2318,300277,海联讯,0.03,-44.53,,1.93,,933.74,-44.63,,10-28
2319,300293,蓝英装备,-0.09,-50.75,,-4.02,,-2490.84,-50.77,,10-28
2320,002042,华孚时尚,0.25,-256.25,,7.62,,44532.98,-282.74,10派1.8,10-28
2321,601702,华峰铝业,0.36,89.47,,12.86,,36399.82,138.27,,10-28
2322,000655,金岭矿业,0.63,79.89,,12.45,,37296.02,79.76,,10-28
2323,300976,达瑞电子,2.67,,,8.42,,17324.1,15.26,,10-28
2324,003042,中农联合,0.46,-53.54,,3.6,,4632.73,-42.91,,10-28
2325,300325,*ST德威,-0.12,94.83,,,,-11759.07,82.89,,10-28
2326,300014,亿纬锂能,1.17,129.41,,14.2,,221580.49,134.18,,10-28
2327,600800,渤海化学,0.1,164.97,,4.15,,11749.75,213.25,,10-28
2328,002400,省广集团,0.06,-300.0,,2.33,,10424.16,-298.91,,10-28
2329,300669,沪宁股份,0.34,-6.29,,6.64,,3796.43,-5.92,,10-28
2330,603579,荣泰健康,1.39,18.8,,11.09,,18859.69,18.13,,10-28
2331,600818,中路股份,0.07,4.35,,3.53,,2321.04,5.06,,10-28
2332,601929,吉视传媒,0.02,44.19,,0.83,,5799.95,44.13,,10-28
2333,600835,上海机电,0.91,1.11,,7.66,,93546.89,1.78,,10-28
2334,002432,九安医疗,0.11,-86.86,,2.47,,5012.8,-86.19,,10-28
2335,300701,森霸传感,0.5,-48.55,,13.03,,9074.87,-22.61,,10-28
2336,600487,亨通光电,0.56,23.5,,6.44,,131570.97,50.56,,10-28
2337,603667,五洲新春,0.4,150.0,,6.38,,11688.48,145.42,,10-28
2338,301066,万事利,0.5,,,9.83,,5034.12,10.09,,10-28
2339,300413,芒果超媒,1.11,21.98,,16.54,,198000.0,22.84,,10-28
2340,600559,老白干酒,0.28,7.69,,7.04,,24944.71,7.05,,10-28
2341,300127,银河磁体,0.46,35.29,,11.35,,14968.1,36.21,,10-28
2342,002186,全聚德,-0.22,-66.82,,-6.3,,-6682.52,-66.95,,10-28
2343,300132,青松股份,0.23,-66.84,,3.76,,11864.41,-66.85,,10-28
2344,600963,岳阳林纸,0.2,32.89,,4.12,,35734.16,33.39,,10-28
2345,300791,仙乐健康,1.11,-28.39,,9.17,,20038.39,7.71,,10-28
2346,002853,皮阿诺,0.91,15.19,,8.14,,16937.81,37.66,,10-28
2347,002207,准油股份,-0.09,-2338.46,,-16.78,,-2287.55,-2499.21,,10-28
2348,002534,杭锅股份,0.48,-15.79,,10.5,,35733.72,-14.87,,10-28
2349,000088,盐田港,0.15,-3.66,,3.93,,34334.03,9.62,,10-28
2350,000897,津滨发展,0.32,180.37,,30.41,,51050.59,180.38,,10-28
2351,300165,天瑞仪器,0.01,-83.16,,0.24,,413.22,-81.84,,10-28
2352,300491,通合科技,0.04,0.0,,0.82,,572.19,-18.2,,10-28
2353,603167,渤海轮渡,0.32,88.24,,4.3,,14816.05,81.14,,10-28
2354,603848,好太太,0.54,42.11,,12.35,,21841.19,44.17,,10-28
2355,600617,国新能源,-0.07,-86.99,,-2.46,,-9264.99,-84.13,,10-28
2356,603879,永悦科技,0.02,-320.0,,1.51,,797.3,-718.01,,10-28
2357,300858,科拓生物,0.57,-47.71,,8.93,,8483.09,16.95,,10-28
2358,300214,日科化学,0.3,-27.95,,6.16,,13337.82,-26.22,,10-28
2359,603268,松发股份,-0.18,-400.0,,-3.35,,-2209.35,-410.23,,10-28
2360,603927,中科软,0.48,-0.88,,11.79,,28474.64,38.68,,10-28
2361,600676,交运股份,0.01,-106.25,,0.21,,1177.73,-107.32,,10-28
2362,300573,兴齐眼药,1.9,192.31,,20.91,,15607.46,190.45,,10-28
2363,603353,和顺石油,0.48,-51.52,,5.02,,8293.42,-31.53,,10-28
2364,300926,博俊科技,0.42,,,6.37,,5998.11,25.54,,10-28
2365,002992,宝明科技,-0.83,-323.6,,-10.54,,-14971.02,-390.67,,10-28
2366,300279,和晶科技,0.06,37.82,,2.85,,2607.46,37.7,,10-28
2367,601598,中国外运,0.42,47.97,,9.55,,307925.24,47.94,,10-28
2368,300961,深水海纳,0.31,,,5.46,,5101.19,-6.64,,10-28
2369,300311,任子行,-0.11,55.3,,-8.79,,-7606.5,55.28,,10-28
2370,003816,中国广核,0.17,6.42,,8.9,,871064.09,6.43,,10-28
2371,603538,美诺华,0.92,-5.15,,7.82,,13539.14,-3.99,,10-28
2372,300016,北陆药业,0.27,-19.17,,7.18,,12974.12,-19.17,,10-28
2373,002078,太阳纸业,1.05,98.11,,15.77,,276831.58,100.28,,10-28
2374,600802,福建水泥,0.52,9.24,,13.24,,23794.03,9.0,,10-28
2375,603583,捷昌驱动,0.58,-59.15,,5.56,,20455.27,-41.27,,10-28
2376,301010,晶雪节能,0.23,,,3.76,,2143.4,10.7,,10-28
2377,600820,隧道股份,0.43,7.5,,5.91,,135619.14,7.44,,10-28
2378,300359,全通教育,0.02,-60.0,,1.64,,1300.7,-54.5,,10-28
2379,000720,新能泰山,-0.05,-35.35,,-2.44,,-6712.03,-35.36,,10-28
2380,600467,好当家,0.04,6.17,,1.75,,5787.92,6.3,,10-28
2381,002110,三钢闽光,1.38,70.37,,15.51,,335854.26,70.14,,10-28
2382,688677,海泰新光,1.12,,,10.37,,9171.8,21.62,,10-28
2383,002126,银轮股份,0.27,-25.0,,5.24,,21572.0,-22.68,,10-28
2384,603011,合锻智能,0.11,83.33,,2.9,,4978.03,80.01,,10-28
2385,603663,三祥新材,0.36,56.52,,10.79,,6958.56,58.83,,10-28
2386,600508,上海能源,0.86,3.61,,5.93,,62369.73,3.53,,10-28
2387,600526,菲达环保,0.07,250.0,,1.79,,3689.29,197.57,,10-28
2388,300099,精准信息,0.2,610.88,,7.34,,13522.31,609.93,,10-28
2389,300426,唐德影视,-0.25,25.71,,,,-10493.85,25.37,,10-28
2390,002484,江海股份,0.4,46.87,,8.1,,32637.13,47.9,,10-28
